transcript_10 scaffold_0 6 GL831247.1 17
transcript_10393 scaffold_19 110 GL831196.1 51
transcript_10393 scaffold_19 110 GL831196.1 54
transcript_10393 scaffold_19 110 GL831196.1 56
transcript_10393 scaffold_19 110 GL831196.1 58
transcript_10393 scaffold_19 110 GL831196.1 60
transcript_10393 scaffold_19 110 GL831196.1 62
transcript_10393 scaffold_19 110 GL831380.1 78
transcript_10394 scaffold_19 111 GL831486.1 2
transcript_10394 scaffold_19 111 GL831146.1 230
transcript_10394 scaffold_19 111 GL831196.1 46
transcript_10394 scaffold_19 111 GL831196.1 48
transcript_10395 scaffold_19 112 GL831196.1 45
transcript_10396 scaffold_19 113 GL831196.1 44
transcript_10397 scaffold_19 114 GL831196.1 43
transcript_10398 scaffold_19 115 GL831196.1 41
transcript_10399 scaffold_19 116 GL831196.1 37
transcript_10399 scaffold_19 116 GL831196.1 40
transcript_104 scaffold_0 67 GL831145.1 497
transcript_1040 scaffold_101 11 GL831149.1 221
transcript_10400 scaffold_19 117 GL831206.1 113
transcript_10400 scaffold_19 117 GL831206.1 115
transcript_10400 scaffold_19 117 GL831205.1 127
transcript_10400 scaffold_19 117 GL831206.1 135
transcript_10400 scaffold_19 117 GL831206.1 194
transcript_10400 scaffold_19 117 GL831331.1 2
transcript_10400 scaffold_19 117 GL831135.1 370
transcript_10400 scaffold_19 117 GL831135.1 375
transcript_10400 scaffold_19 117 GL831206.1 38
transcript_10400 scaffold_19 117 GL831331.1 5
transcript_10400 scaffold_19 117 GL831205.1 58
transcript_10400 scaffold_19 117 GL831722.1 6
transcript_10400 scaffold_19 117 GL831205.1 61
transcript_10400 scaffold_19 117 GL831206.1 98
transcript_10401 scaffold_19 118 GL831196.1 36
transcript_10402 scaffold_19 119 GL831196.1 35
transcript_10403 scaffold_19 120 GL831196.1 34
transcript_10404 scaffold_19 121 GL831196.1 33
transcript_10405 scaffold_19 122 GL831196.1 32
transcript_10406 scaffold_19 123 GL831196.1 31
transcript_10407 scaffold_19 124 GL831196.1 30
transcript_10408 scaffold_19 125 GL831938.1 0
transcript_10408 scaffold_19 125 GL831196.1 29
transcript_10409 scaffold_19 126 GL831196.1 28
transcript_1041 scaffold_101 12 GL831337.1 167
transcript_1041 scaffold_101 12 GL831149.1 222
transcript_1041 scaffold_101 12 GL831149.1 225
transcript_1041 scaffold_101 12 GL831148.1 298
transcript_10411 scaffold_19 127 GL831196.1 27
transcript_10413 scaffold_19 128 GL831196.1 26
transcript_10414 scaffold_19 129 GL831196.1 25
transcript_10415 scaffold_19 130 GL831196.1 24
transcript_10415 scaffold_19 130 GL831146.1 479
transcript_10415 scaffold_19 130 GL831339.1 62
transcript_10416 scaffold_19 131 GL831196.1 18
transcript_10416 scaffold_19 131 GL831196.1 20
transcript_10416 scaffold_19 131 GL831196.1 22
transcript_10416 scaffold_19 131 GL831146.1 475
transcript_10417 scaffold_19 132 GL831196.1 17
transcript_10418 scaffold_19 133 GL831196.1 16
transcript_10419 scaffold_19 134 GL831196.1 15
transcript_10420 scaffold_19 135 GL831196.1 12
transcript_10420 scaffold_19 135 GL831196.1 14
transcript_10420 scaffold_19 135 GL831146.1 457
transcript_10420 scaffold_19 135 GL831146.1 461
transcript_10420 scaffold_19 135 GL831180.1 86
transcript_10421 scaffold_19 136 GL831196.1 5
transcript_10423 scaffold_19 137 GL831196.1 4
transcript_10423 scaffold_19 137 GL831146.1 452
transcript_10429 scaffold_19 138 GL831196.1 3
transcript_10430 scaffold_19 139 GL831196.1 2
transcript_10431 scaffold_19 140 AERX01074626.2 0
transcript_10431 scaffold_19 140 GL831196.1 0
transcript_10431 scaffold_19 140 AERX01074626.2 1
transcript_10431 scaffold_19 140 GL831196.1 1
transcript_10433 scaffold_19 141 GL831166.1 418
transcript_10435 scaffold_19 142 GL831166.1 417
transcript_10437 scaffold_19 143 GL831166.1 413
transcript_10438 scaffold_19 144 GL831166.1 412
transcript_10439 scaffold_19 145 GL831206.1 10
transcript_10439 scaffold_19 145 GL831166.1 410
transcript_10441 scaffold_19 146 GL831166.1 408
transcript_10441 scaffold_19 146 GL831357.1 50
transcript_10441 scaffold_19 146 GL831136.1 636
transcript_10442 scaffold_19 147 GL831166.1 406
transcript_10444 scaffold_19 148 GL831202.1 166
transcript_10444 scaffold_19 148 AERX01076407.2 2
transcript_10444 scaffold_19 148 GL831286.1 2
transcript_10444 scaffold_19 148 GL831151.1 203
transcript_10444 scaffold_19 148 GL831151.1 217
transcript_10444 scaffold_19 148 GL831166.1 404
transcript_10445 scaffold_19 149 GL831166.1 401
transcript_10445 scaffold_19 149 GL831166.1 403
transcript_10446 scaffold_19 150 GL831166.1 399
transcript_10447 scaffold_19 151 GL831166.1 398
transcript_1045 scaffold_101 13 GL831151.1 564
transcript_10450 scaffold_19 152 GL831166.1 397
transcript_10451 scaffold_19 153 GL831166.1 378
transcript_10453 scaffold_19 154 GL831166.1 377
transcript_10454 scaffold_19 155 GL831142.1 190
transcript_10454 scaffold_19 155 GL831142.1 194
transcript_10454 scaffold_19 155 GL831181.1 213
transcript_10454 scaffold_19 155 GL831166.1 372
transcript_10454 scaffold_19 155 GL831151.1 375
transcript_10454 scaffold_19 155 GL831166.1 376
transcript_10454 scaffold_19 155 GL831197.1 79
transcript_10454 scaffold_19 155 GL831197.1 85
transcript_10456 scaffold_19 156 GL831166.1 367
transcript_10456 scaffold_19 156 GL831166.1 369
transcript_10456 scaffold_19 156 GL831166.1 371
transcript_10456 scaffold_19 156 GL831197.1 62
transcript_10457 scaffold_19 157 GL831166.1 366
transcript_10458 scaffold_19 158 GL831166.1 365
transcript_1046 scaffold_101 14 GL831151.1 562
transcript_10460 scaffold_19 159 GL831166.1 364
transcript_10478 scaffold_19 160 GL831166.1 363
transcript_10480 scaffold_19 161 GL831166.1 362
transcript_10481 scaffold_19 162 GL831166.1 361
transcript_10484 scaffold_19 163 GL831166.1 360
transcript_10485 scaffold_19 164 GL831166.1 353
transcript_10487 scaffold_19 165 GL831166.1 352
transcript_10488 scaffold_19 166 GL831166.1 351
transcript_10489 scaffold_19 167 GL831166.1 349
transcript_1049 scaffold_101 15 GL831151.1 561
transcript_10490 scaffold_190 0 GL831329.1 8
transcript_10491 scaffold_190 1 GL831329.1 7
transcript_10494 scaffold_190 2 GL831329.1 6
transcript_10495 scaffold_190 3 GL831329.1 5
transcript_105 scaffold_0 68 GL831145.1 498
transcript_1050 scaffold_101 16 GL831151.1 560
transcript_1050 scaffold_101 16 GL831136.1 67
transcript_10501 scaffold_190 4 GL831329.1 4
transcript_10509 scaffold_190 5 GL831329.1 2
transcript_1051 scaffold_101 17 AERX01077219.1 0
transcript_1051 scaffold_101 17 GL831151.1 553
transcript_10510 scaffold_190 6 GL831329.1 0
transcript_10510 scaffold_190 6 GL831329.1 1
transcript_10518 scaffold_190 7 GL831667.1 0
transcript_10518 scaffold_190 7 GL831667.1 1
transcript_10518 scaffold_190 7 GL831358.1 22
transcript_10518 scaffold_190 7 GL831376.1 32
transcript_10518 scaffold_190 7 GL831143.1 55
transcript_10518 scaffold_190 7 GL831244.1 65
transcript_10520 scaffold_190 8 GL831667.1 2
transcript_10521 scaffold_190 9 GL831667.1 3
transcript_10523 scaffold_190 10 GL831667.1 4
transcript_10524 scaffold_190 11 GL831667.1 5
transcript_10525 scaffold_190 12 GL831667.1 6
transcript_1053 scaffold_101 18 AERX01077748.1 1
transcript_1053 scaffold_101 18 GL831149.1 422
transcript_1053 scaffold_101 18 GL831149.1 442
transcript_1053 scaffold_101 18 GL831149.1 456
transcript_1053 scaffold_101 18 GL831139.1 459
transcript_1053 scaffold_101 18 GL831149.1 469
transcript_1053 scaffold_101 18 GL831149.1 488
transcript_1053 scaffold_101 18 GL831149.1 502
transcript_1053 scaffold_101 18 GL831149.1 523
transcript_1053 scaffold_101 18 GL831151.1 539
transcript_1053 scaffold_101 18 GL831151.1 542
transcript_1053 scaffold_101 18 GL831151.1 546
transcript_1053 scaffold_101 18 GL831151.1 549
transcript_1053 scaffold_101 18 GL831288.1 69
transcript_1054 scaffold_101 19 AERX01077097.1 0
transcript_1054 scaffold_101 19 AERX01077748.1 0
transcript_1054 scaffold_101 19 GL831149.1 427
transcript_1054 scaffold_101 19 GL831149.1 444
transcript_1054 scaffold_101 19 GL831149.1 458
transcript_1054 scaffold_101 19 GL831149.1 470
transcript_1054 scaffold_101 19 GL831149.1 490
transcript_1054 scaffold_101 19 GL831149.1 503
transcript_1054 scaffold_101 19 GL831149.1 524
transcript_1054 scaffold_101 19 GL831151.1 535
transcript_1054 scaffold_101 19 GL831151.1 538
transcript_1054 scaffold_101 19 GL831151.1 541
transcript_1054 scaffold_101 19 GL831151.1 543
transcript_1054 scaffold_101 19 GL831151.1 545
transcript_1054 scaffold_101 19 GL831151.1 547
transcript_1054 scaffold_101 19 GL831151.1 550
transcript_1054 scaffold_101 19 GL831288.1 71
transcript_10543 scaffold_190 13 GL831611.1 1
transcript_10543 scaffold_190 13 GL831283.1 12
transcript_10543 scaffold_190 13 GL831283.1 15
transcript_10543 scaffold_190 13 GL831283.1 23
transcript_10543 scaffold_190 13 GL831238.1 234
transcript_10543 scaffold_190 13 GL831328.1 45
transcript_10543 scaffold_190 13 GL831283.1 48
transcript_10543 scaffold_190 13 GL831283.1 69
transcript_10543 scaffold_190 13 GL831667.1 8
transcript_10544 scaffold_190 14 GL831238.1 233
transcript_10545 scaffold_190 15 GL831238.1 232
transcript_10546 scaffold_190 16 GL831316.1 1
transcript_10546 scaffold_190 16 GL831136.1 118
transcript_10546 scaffold_190 16 GL831238.1 228
transcript_10546 scaffold_190 16 GL831238.1 230
transcript_10546 scaffold_190 16 GL831261.1 25
transcript_10546 scaffold_190 16 GL831316.1 5
transcript_10546 scaffold_190 16 GL831142.1 519
transcript_10548 scaffold_190 17 GL831316.1 0
transcript_10548 scaffold_190 17 GL831238.1 227
transcript_10548 scaffold_190 17 GL831238.1 229
transcript_10548 scaffold_190 17 GL831238.1 231
transcript_10548 scaffold_190 17 GL831261.1 26
transcript_10548 scaffold_190 17 GL831142.1 520
transcript_10548 scaffold_190 17 GL831133.1 529
transcript_10548 scaffold_190 17 GL831316.1 6
transcript_10549 scaffold_190 18 GL831238.1 226
transcript_1055 scaffold_101 20 AERX01075090.2 0
transcript_1055 scaffold_101 20 AERX01077188.1 0
transcript_1055 scaffold_101 20 GL831149.1 415
transcript_1055 scaffold_101 20 GL831149.1 417
transcript_1055 scaffold_101 20 GL831149.1 420
transcript_1055 scaffold_101 20 GL831149.1 426
transcript_1055 scaffold_101 20 GL831149.1 433
transcript_1055 scaffold_101 20 GL831149.1 437
transcript_1055 scaffold_101 20 GL831149.1 440
transcript_1055 scaffold_101 20 GL831149.1 443
transcript_1055 scaffold_101 20 GL831149.1 450
transcript_1055 scaffold_101 20 GL831149.1 454
transcript_1055 scaffold_101 20 GL831149.1 457
transcript_1055 scaffold_101 20 GL831149.1 463
transcript_1055 scaffold_101 20 GL831139.1 468
transcript_1055 scaffold_101 20 GL831139.1 470
transcript_1055 scaffold_101 20 GL831149.1 471
transcript_1055 scaffold_101 20 GL831139.1 473
transcript_1055 scaffold_101 20 GL831139.1 475
transcript_1055 scaffold_101 20 GL831149.1 479
transcript_1055 scaffold_101 20 GL831149.1 482
transcript_1055 scaffold_101 20 GL831149.1 489
transcript_1055 scaffold_101 20 GL831149.1 496
transcript_1055 scaffold_101 20 GL831149.1 498
transcript_1055 scaffold_101 20 GL831149.1 500
transcript_1055 scaffold_101 20 GL831149.1 504
transcript_1055 scaffold_101 20 GL831149.1 507
transcript_1055 scaffold_101 20 GL831149.1 509
transcript_1055 scaffold_101 20 GL831149.1 512
transcript_1055 scaffold_101 20 GL831149.1 514
transcript_1055 scaffold_101 20 GL831151.1 523
transcript_1055 scaffold_101 20 GL831149.1 525
transcript_1055 scaffold_101 20 GL831151.1 525
transcript_1055 scaffold_101 20 GL831151.1 527
transcript_1055 scaffold_101 20 GL831151.1 531
transcript_1055 scaffold_101 20 GL831151.1 533
transcript_1055 scaffold_101 20 GL831151.1 537
transcript_1055 scaffold_101 20 GL831151.1 544
transcript_1055 scaffold_101 20 GL831151.1 551
transcript_1055 scaffold_101 20 GL831151.1 555
transcript_10550 scaffold_190 19 GL831238.1 225
transcript_10551 scaffold_190 20 GL831238.1 224
transcript_10552 scaffold_190 21 GL831238.1 221
transcript_10553 scaffold_190 22 GL831238.1 220
transcript_10555 scaffold_190 23 GL831238.1 219
transcript_10556 scaffold_190 24 GL831238.1 218
transcript_10557 scaffold_190 25 GL831238.1 217
transcript_10558 scaffold_190 26 GL831238.1 216
transcript_10559 scaffold_190 27 GL831238.1 213
transcript_10559 scaffold_190 27 GL831238.1 215
transcript_1056 scaffold_101 21 GL831182.1 213
transcript_1056 scaffold_101 21 GL831151.1 520
transcript_1056 scaffold_101 21 GL831151.1 522
transcript_1056 scaffold_101 21 GL831151.1 557
transcript_1056 scaffold_101 21 GL831151.1 559
transcript_10560 scaffold_190 28 GL831238.1 212
transcript_10561 scaffold_190 29 GL831238.1 211
transcript_10563 scaffold_190 30 GL831238.1 210
transcript_10565 scaffold_190 31 GL831238.1 209
transcript_10566 scaffold_190 32 GL831238.1 203
transcript_10567 scaffold_190 33 GL831238.1 202
transcript_10568 scaffold_190 34 GL831238.1 201
transcript_10569 scaffold_190 35 GL831238.1 197
transcript_10569 scaffold_190 35 GL831238.1 200
transcript_1057 scaffold_101 22 GL831151.1 519
transcript_10570 scaffold_190 36 GL831238.1 196
transcript_10571 scaffold_190 37 GL831216.1 134
transcript_10571 scaffold_190 37 GL831238.1 193
transcript_10571 scaffold_190 37 GL831238.1 195
transcript_10576 scaffold_190 38 GL831238.1 192
transcript_10577 scaffold_190 39 GL831345.1 17
transcript_10577 scaffold_190 39 GL831238.1 191
transcript_10578 scaffold_190 40 GL831238.1 190
transcript_1058 scaffold_101 23 AERX01073203.1 0
transcript_1058 scaffold_101 23 GL831151.1 518
transcript_10582 scaffold_190 41 GL831238.1 189
transcript_10584 scaffold_190 42 GL831238.1 188
transcript_10585 scaffold_190 43 GL831238.1 187
transcript_10586 scaffold_190 44 GL831238.1 186
transcript_10587 scaffold_190 45 GL831238.1 185
transcript_1059 scaffold_101 24 GL831151.1 513
transcript_1059 scaffold_101 24 GL831151.1 515
transcript_1059 scaffold_101 24 GL831151.1 517
transcript_1059 scaffold_101 24 GL831136.1 54
transcript_1059 scaffold_101 24 GL831136.1 56
transcript_10590 scaffold_1903 0 GL831190.1 121
transcript_10590 scaffold_1903 0 GL831292.1 143
transcript_10590 scaffold_1903 0 GL831164.1 186
transcript_10590 scaffold_1903 0 GL831357.1 19
transcript_10590 scaffold_1903 0 GL831357.1 21
transcript_10590 scaffold_1903 0 GL831190.1 262
transcript_10590 scaffold_1903 0 GL831241.1 81
transcript_10590 scaffold_1903 0 GL831241.1 93
transcript_10593 scaffold_191 0 GL831156.1 178
transcript_10593 scaffold_191 0 GL831176.1 195
transcript_10593 scaffold_191 0 GL831303.1 26
transcript_10593 scaffold_191 0 GL831208.1 60
transcript_10593 scaffold_191 0 GL831137.1 642
transcript_10593 scaffold_191 0 GL831137.1 704
transcript_10594 scaffold_191 1 GL831137.1 641
transcript_10596 scaffold_191 2 GL831137.1 640
transcript_10597 scaffold_191 3 GL831137.1 639
transcript_10598 scaffold_191 4 GL831409.1 10
transcript_10598 scaffold_191 4 GL831137.1 636
transcript_10598 scaffold_191 4 GL831137.1 638
transcript_1060 scaffold_101 25 GL831151.1 512
transcript_10600 scaffold_191 5 GL831137.1 635
transcript_10600 scaffold_191 5 GL831409.1 7
transcript_10601 scaffold_191 6 GL831137.1 634
transcript_10602 scaffold_191 7 GL831137.1 633
transcript_10603 scaffold_191 8 GL831137.1 632
transcript_10604 scaffold_191 9 GL831137.1 631
transcript_10605 scaffold_191 10 GL831191.1 17
transcript_10605 scaffold_191 10 GL831191.1 19
transcript_10605 scaffold_191 10 GL831160.1 347
transcript_10605 scaffold_191 10 GL831137.1 628
transcript_10605 scaffold_191 10 GL831137.1 630
transcript_10607 scaffold_191 11 GL831137.1 626
transcript_10611 scaffold_191 12 GL831137.1 625
transcript_10615 scaffold_191 13 GL831137.1 624
transcript_10616 scaffold_191 14 GL831137.1 623
transcript_10617 scaffold_191 15 GL831137.1 622
transcript_10618 scaffold_191 16 GL831137.1 620
transcript_10619 scaffold_191 17 GL831137.1 619
transcript_10620 scaffold_191 18 GL831331.1 12
transcript_10620 scaffold_191 18 GL831137.1 616
transcript_10620 scaffold_191 18 GL831137.1 618
transcript_10621 scaffold_191 19 GL831137.1 615
transcript_10626 scaffold_191 20 GL831137.1 614
transcript_10627 scaffold_191 21 GL831137.1 613
transcript_10628 scaffold_191 22 GL831133.1 204
transcript_10628 scaffold_191 22 GL831137.1 612
transcript_10628 scaffold_191 22 GL831261.1 95
transcript_10629 scaffold_191 23 GL831137.1 611
transcript_10630 scaffold_191 24 GL831270.1 0
transcript_10630 scaffold_191 24 GL831612.1 4
transcript_10630 scaffold_191 24 GL831498.1 5
transcript_10630 scaffold_191 24 GL831509.1 9
transcript_10634 scaffold_191 25 GL831137.1 609
transcript_10635 scaffold_191 26 GL831137.1 608
transcript_10637 scaffold_191 27 GL831137.1 607
transcript_10640 scaffold_191 28 GL831137.1 605
transcript_10641 scaffold_191 29 GL831137.1 604
transcript_10642 scaffold_191 30 GL831137.1 603
transcript_10643 scaffold_191 31 GL831152.1 331
transcript_10643 scaffold_191 31 GL831137.1 602
transcript_10644 scaffold_191 32 GL831137.1 601
transcript_10645 scaffold_191 33 GL831137.1 597
transcript_10645 scaffold_191 33 GL831137.1 599
transcript_10646 scaffold_191 34 GL831137.1 596
transcript_10647 scaffold_191 35 GL831137.1 595
transcript_10648 scaffold_191 36 GL831137.1 591
transcript_10649 scaffold_191 37 GL831137.1 590
transcript_10650 scaffold_191 38 GL831483.1 1
transcript_10650 scaffold_191 38 GL831544.1 1
transcript_10650 scaffold_191 38 GL831401.1 13
transcript_10650 scaffold_191 38 GL831483.1 3
transcript_10650 scaffold_191 38 GL831544.1 3
transcript_10650 scaffold_191 38 GL831291.1 30
transcript_10650 scaffold_191 38 GL831291.1 33
transcript_10650 scaffold_191 38 GL831291.1 35
transcript_10650 scaffold_191 38 GL831291.1 41
transcript_10650 scaffold_191 38 GL831291.1 44
transcript_10650 scaffold_191 38 GL831291.1 49
transcript_10650 scaffold_191 38 GL831291.1 52
transcript_10650 scaffold_191 38 GL831291.1 54
transcript_10650 scaffold_191 38 GL831483.1 6
transcript_10650 scaffold_191 38 GL831544.1 6
transcript_10650 scaffold_191 38 GL831434.1 9
transcript_10650 scaffold_191 38 GL831483.1 9
transcript_10651 scaffold_191 39 GL831622.1 13
transcript_10651 scaffold_191 39 GL831538.1 15
transcript_10651 scaffold_191 39 GL831538.1 27
transcript_10651 scaffold_191 39 GL831137.1 589
transcript_10651 scaffold_191 39 GL831538.1 6
transcript_10651 scaffold_191 39 GL831559.1 7
transcript_10651 scaffold_191 39 GL831379.1 75
transcript_10651 scaffold_191 39 GL831379.1 79
transcript_10651 scaffold_191 39 GL831379.1 81
transcript_10651 scaffold_191 39 GL831379.1 83
transcript_10652 scaffold_191 40 GL831137.1 588
transcript_10653 scaffold_191 41 GL831137.1 587
transcript_10653 scaffold_191 41 GL831378.1 69
transcript_10658 scaffold_191 42 GL831137.1 586
transcript_10659 scaffold_191 43 GL831137.1 585
transcript_10660 scaffold_191 44 GL831137.1 584
transcript_10661 scaffold_191 45 GL831160.1 166
transcript_10661 scaffold_191 45 GL831137.1 583
transcript_10662 scaffold_191 46 GL831230.1 128
transcript_10662 scaffold_191 46 GL831442.1 2
transcript_10662 scaffold_191 46 GL831155.1 206
transcript_10662 scaffold_191 46 GL831137.1 580
transcript_10662 scaffold_191 46 GL831137.1 582
transcript_10662 scaffold_191 46 GL831133.1 788
